# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "reference/GCF_000013465.1_ASM1346v1_genomic.gff" "-o" "counts/gene_counts.txt" "-t" "gene" "-g" "locus_tag" "-p" "-T" "4" "alignments/C1.sorted.bam" "alignments/C2.sorted.bam" "alignments/C3.sorted.bam" "alignments/E1.sorted.bam" "alignments/E2.sorted.bam" "alignments/E3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C1.sorted.bam	alignments/C2.sorted.bam	alignments/C3.sorted.bam	alignments/E1.sorted.bam	alignments/E2.sorted.bam	alignments/E3.sorted.bam
SAUSA300_RS05190	NC_007793.1	1058386	1059246	-	861	8684	5240	10625	21903	21741	23005
SAUSA300_RS05195	NC_007793.1	1059447	1059929	+	483	1418	637	887	41	41	40
SAUSA300_RS05200	NC_007793.1	1059916	1061040	+	1125	5355	2750	2862	153	120	145
SAUSA300_RS05205	NC_007793.1	1061044	1061748	+	705	3584	1746	1713	192	108	143
SAUSA300_RS05210	NC_007793.1	1061748	1062011	+	264	2140	1093	1173	72	48	49
SAUSA300_RS05215	NC_007793.1	1062013	1062684	+	672	7329	3873	4107	201	205	201
SAUSA300_RS05220	NC_007793.1	1062677	1064866	+	2190	34051	17880	22018	1087	1038	961
SAUSA300_RS05225	NC_007793.1	1064845	1066329	+	1485	31220	16524	24166	1151	1104	933
SAUSA300_RS05230	NC_007793.1	1066322	1067350	+	1029	27861	14880	22696	952	1027	891
SAUSA300_RS05235	NC_007793.1	1067353	1067919	+	567	16694	9306	14542	640	566	555
SAUSA300_RS05240	NC_007793.1	1067934	1069412	+	1479	43868	24795	41674	1859	1885	1761
SAUSA300_RS05245	NC_007793.1	1069434	1070681	+	1248	45775	24447	48410	2423	2624	2447
SAUSA300_RS05250	NC_007793.1	1070946	1071752	-	807	715	405	971	430	430	514
SAUSA300_RS05255	NC_007793.1	1071745	1073145	-	1401	1806	1058	2614	1151	988	1173
SAUSA300_RS05260	NC_007793.1	1073160	1073735	-	576	690	450	1078	305	280	427
SAUSA300_RS05270	NC_007793.1	1074319	1074453	-	135	264	231	573	3891	4731	3827
SAUSA300_RS05275	NC_007793.1	1074605	1075900	+	1296	9597	5658	12911	8309	8506	8265
SAUSA300_RS05280	NC_007793.1	1076325	1077497	+	1173	1806	1076	2733	1865	1638	1715
SAUSA300_RS05285	NC_007793.1	1077551	1078093	+	543	1989	1250	3818	3536	3313	3567
SAUSA300_RS05290	NC_007793.1	1078247	1078513	+	267	8081	5172	11175	11386	10990	11336
SAUSA300_RS05295	NC_007793.1	1078516	1080234	+	1719	49918	30115	61362	70589	67806	67154
SAUSA300_RS05300	NC_007793.1	1080471	1080704	-	234	182	110	213	340	260	263
SAUSA300_RS05305	NC_007793.1	1080902	1082263	+	1362	1391	708	1361	442	371	1016
SAUSA300_RS05310	NC_007793.1	1082260	1083279	+	1020	1216	676	1169	384	339	534
SAUSA300_RS05315	NC_007793.1	1083412	1084074	+	663	2261	1188	2932	855	881	942
SAUSA300_RS05325	NC_007793.1	1084423	1086120	-	1698	21608	12312	28657	46476	47080	42109
SAUSA300_RS05330	NC_007793.1	1086120	1086338	-	219	1769	986	1918	3044	2743	2760
SAUSA300_RS05335	NC_007793.1	1086367	1086489	-	123	1208	643	1215	2082	1639	1672
SAUSA300_RS05340	NC_007793.1	1086819	1087370	-	552	2247	1463	2900	4934	4306	4607
SAUSA300_RS05345	NC_007793.1	1087735	1088361	+	627	2501	1373	2835	5950	5639	5884
SAUSA300_RS05350	NC_007793.1	1088532	1089644	+	1113	61024	34843	71382	70739	70301	74421
SAUSA300_RS05355	NC_007793.1	1089648	1090625	+	978	48906	26425	54604	57413	59215	60249
SAUSA300_RS05360	NC_007793.1	1090716	1092008	+	1293	75573	42811	90300	96027	98794	99233
SAUSA300_RS05365	NC_007793.1	1092012	1093418	+	1407	85116	46830	106806	114322	127242	123709
SAUSA300_RS05370	NC_007793.1	1093586	1093861	+	276	940	485	1358	386	366	426
SAUSA300_RS05375	NC_007793.1	1094005	1094544	+	540	4946	2674	4656	212	167	180
SAUSA300_RS05380	NC_007793.1	1094557	1095651	+	1095	7492	3886	7282	329	280	289
SAUSA300_RS05385	NC_007793.1	1095644	1096441	+	798	4411	2514	4069	187	144	149
SAUSA300_RS05390	NC_007793.1	1096447	1097256	+	810	6262	3531	6083	220	228	230
SAUSA300_RS05395	NC_007793.1	1097256	1098329	+	1074	9881	6048	10827	563	546	536
SAUSA300_RS05400	NC_007793.1	1098403	1099422	+	1020	19584	11830	23778	4638	3686	4326
SAUSA300_RS05405	NC_007793.1	1099705	1100124	+	420	1179	742	1368	3382	2917	3500
SAUSA300_RS05410	NC_007793.1	1100206	1101558	-	1353	945	614	1436	1800	1533	1695
SAUSA300_RS05415	NC_007793.1	1101742	1102356	-	615	628	361	714	1133	867	986
SAUSA300_RS05420	NC_007793.1	1102513	1103340	+	828	3716	2360	7358	2950	2802	3076
SAUSA300_RS05425	NC_007793.1	1103494	1103685	-	192	1660	1143	2896	2018	1867	1874
SAUSA300_RS05430	NC_007793.1	1103787	1105634	+	1848	48123	24352	78635	2895	2160	2890
SAUSA300_RS05435	NC_007793.1	1105774	1105941	-	168	440	312	746	517	480	483
SAUSA300_RS05440	NC_007793.1	1105943	1106425	-	483	1346	854	2440	1635	1255	1551
SAUSA300_RS05445	NC_007793.1	1106566	1106841	+	276	2141	770	1997	894	932	820
SAUSA300_RS05450	NC_007793.1	1107155	1108381	+	1227	7102	3706	6551	2071	1362	1569
SAUSA300_RS05455	NC_007793.1	1108935	1112387	+	3453	19782	11374	16801	11912	10584	9528
SAUSA300_RS05460	NC_007793.1	1112527	1113438	-	912	3870	2277	6038	770	576	744
SAUSA300_RS05465	NC_007793.1	1113878	1114789	+	912	10518	5328	11956	902	859	814
SAUSA300_RS05470	NC_007793.1	1114814	1115275	+	462	4726	2682	6180	462	445	483
SAUSA300_RS05480	NC_007793.1	1115602	1116639	+	1038	3883	2040	4474	2944	2192	2298
SAUSA300_RS05485	NC_007793.1	1116655	1117089	+	435	1278	666	1789	1171	922	1084
SAUSA300_RS05490	NC_007793.1	1117152	1118078	-	927	1152	809	1529	649	525	595
SAUSA300_RS05495	NC_007793.1	1118317	1118571	+	255	766	391	935	263	256	227
SAUSA300_RS05500	NC_007793.1	1118574	1118963	-	390	932	528	1359	402	277	313
SAUSA300_RS05505	NC_007793.1	1119033	1119575	+	543	1846	898	1831	758	556	625
SAUSA300_RS05510	NC_007793.1	1119577	1120059	+	483	2024	1100	2283	866	639	764
SAUSA300_RS05515	NC_007793.1	1120121	1121260	-	1140	2564	1503	3030	679	489	537
SAUSA300_RS05520	NC_007793.1	1121387	1121944	+	558	54325	30665	79700	3588	2983	3666
SAUSA300_RS05530	NC_007793.1	1122024	1122197	+	174	17229	11028	27092	2533	2055	2603
SAUSA300_RS05535	NC_007793.1	1122351	1124288	-	1938	480	235	483	763	498	621
SAUSA300_RS05540	NC_007793.1	1124491	1125543	-	1053	985	594	820	1001	628	663
SAUSA300_RS05545	NC_007793.1	1125752	1126435	+	684	78	58	126	478	322	311
SAUSA300_RS05550	NC_007793.1	1126435	1127511	+	1077	115	60	124	467	339	270
SAUSA300_RS05555	NC_007793.1	1127508	1128386	+	879	126	75	129	412	311	278
SAUSA300_RS05560	NC_007793.1	1128399	1129364	+	966	203	152	165	307	209	196
SAUSA300_RS05565	NC_007793.1	1129426	1130160	+	735	170	84	81	131	137	101
SAUSA300_RS05570	NC_007793.1	1130179	1130502	+	324	116	48	80	143	111	108
SAUSA300_RS05575	NC_007793.1	1130539	1130646	+	108	13	4	8	11	5	3
SAUSA300_RS05580	NC_007793.1	1130886	1131626	+	741	2100	1083	3065	654	455	610
SAUSA300_RS05585	NC_007793.1	1132007	1133065	+	1059	5762	3350	7945	2389	1952	2089
SAUSA300_RS05590	NC_007793.1	1133065	1135467	+	2403	16776	9697	22431	9058	8136	8738
SAUSA300_RS05595	NC_007793.1	1135638	1136576	-	939	810	477	991	212	141	154
SAUSA300_RS05605	NC_007793.1	1137213	1137734	+	522	993	579	1721	2352	1990	2455
SAUSA300_RS05610	NC_007793.1	1137807	1139519	+	1713	2509	1328	2828	4906	3737	5204
SAUSA300_RS05615	NC_007793.1	1139529	1141877	+	2349	5005	2721	4787	7597	6389	8868
SAUSA300_RS05620	NC_007793.1	1142050	1142364	+	315	5540	3804	9900	41914	35541	46377
SAUSA300_RS05625	NC_007793.1	1142427	1142522	-	96	116	49	123	281	226	261
SAUSA300_RS05630	NC_007793.1	1142688	1144469	+	1782	1509	837	1636	4035	3615	3897
SAUSA300_RS05635	NC_007793.1	1144793	1145407	+	615	8428	4317	12233	3491	3685	3355
SAUSA300_RS05640	NC_007793.1	1145459	1147225	+	1767	25656	13675	44364	17387	18578	16357
SAUSA300_RS05645	NC_007793.1	1147225	1148040	+	816	11587	6201	22985	12254	14036	12515
SAUSA300_RS05650	NC_007793.1	1148276	1149076	+	801	1865	1062	2703	4793	4408	4026
SAUSA300_RS05655	NC_007793.1	1149088	1149675	+	588	1287	694	1718	3326	2938	2847
SAUSA300_RS05660	NC_007793.1	1149668	1150171	+	504	1407	923	1982	3970	3257	3346
SAUSA300_RS05665	NC_007793.1	1150299	1150466	+	168	21	7	5	1	0	0
SAUSA300_RS05670	NC_007793.1	1150660	1150989	+	330	5509	4184	9608	2121	2122	2159
SAUSA300_RS05675	NC_007793.1	1151306	1151398	-	93	42	36	75	11	8	5
SAUSA300_RS05680	NC_007793.1	1151358	1151759	-	402	652	352	766	106	128	117
SAUSA300_RS05685	NC_007793.1	1152431	1152937	+	507	1062	637	1235	367	385	300
SAUSA300_RS05690	NC_007793.1	1153196	1153693	+	498	3215	2173	5186	1986	2050	1959
SAUSA300_RS05695	NC_007793.1	1153847	1154197	+	351	2103	1264	3002	1150	1241	1104
SAUSA300_RS05705	NC_007793.1	1154850	1155035	-	186	748	455	808	218	211	195
SAUSA300_RS05715	NC_007793.1	1155657	1155890	-	234	1326	785	2079	602	575	578
SAUSA300_RS05720	NC_007793.1	1156367	1157326	-	960	968	612	1190	1459	1450	1391
SAUSA300_RS05725	NC_007793.1	1157999	1158145	+	147	64	34	102	19	21	20
SAUSA300_RS05730	NC_007793.1	1158102	1158326	+	225	574	350	1031	257	272	295
SAUSA300_RS05740	NC_007793.1	1158771	1159487	-	717	255	149	324	73	45	50
SAUSA300_RS05745	NC_007793.1	1159595	1160320	-	726	203	72	210	62	29	34
SAUSA300_RS05750	NC_007793.1	1160415	1161140	-	726	157	64	165	52	39	28
SAUSA300_RS05755	NC_007793.1	1161578	1162579	+	1002	170	96	218	32	36	28
SAUSA300_RS05760	NC_007793.1	1162602	1163534	+	933	225	143	276	124	78	67
SAUSA300_RS05765	NC_007793.1	1163706	1165262	+	1557	517	246	631	415	356	336
SAUSA300_RS05770	NC_007793.1	1165570	1165797	+	228	2059	1256	3218	491	419	434
SAUSA300_RS05775	NC_007793.1	1166102	1167049	-	948	2966	1816	3329	321	186	256
SAUSA300_RS05780	NC_007793.1	1167298	1167486	+	189	561	267	358	23	17	8
SAUSA300_RS05785	NC_007793.1	1167961	1168034	-	74	128	81	227	94	59	103
SAUSA300_RS05790	NC_007793.1	1168398	1168532	+	135	36	26	138	19	10	21
SAUSA300_RS05795	NC_007793.1	1168589	1168723	+	135	28	15	82	15	15	17
SAUSA300_RS05800	NC_007793.1	1168847	1169542	+	696	849	514	1097	2227	1684	2207
SAUSA300_RS05805	NC_007793.1	1169651	1170091	-	441	2379	1508	3489	7977	8511	7870
SAUSA300_RS05810	NC_007793.1	1170286	1171899	+	1614	3921	1954	4271	10084	7123	9094
SAUSA300_RS05815	NC_007793.1	1172043	1172474	+	432	19577	10509	23175	2736	2029	2691
SAUSA300_RS05820	NC_007793.1	1172490	1173425	+	936	19063	10196	20109	1716	1107	1233
SAUSA300_RS05825	NC_007793.1	1173439	1173840	+	402	5915	3265	5265	545	404	460
SAUSA300_RS05830	NC_007793.1	1173821	1176055	+	2235	23513	12027	21133	5144	4529	4823
SAUSA300_RS05835	NC_007793.1	1176347	1177312	+	966	4831	2581	4175	728	692	619
SAUSA300_RS05840	NC_007793.1	1177314	1178663	+	1350	8141	4510	8807	1917	1777	1778
SAUSA300_RS05845	NC_007793.1	1178679	1179998	+	1320	11295	6228	12856	3372	3294	3512
SAUSA300_RS05850	NC_007793.1	1180104	1181516	+	1413	36777	20093	42411	13142	13155	12811
SAUSA300_RS05855	NC_007793.1	1181549	1182721	+	1173	42606	23562	53896	20428	20166	19714
SAUSA300_RS05860	NC_007793.1	1182981	1183772	+	792	1051	599	1289	1396	1214	1214
SAUSA300_RS05865	NC_007793.1	1183796	1184464	+	669	9880	5011	14157	3156	2704	3231
SAUSA300_RS05870	NC_007793.1	1184461	1185024	+	564	9347	5107	15039	3763	3284	3635
SAUSA300_RS05875	NC_007793.1	1185036	1185326	+	291	3863	2155	5791	1552	1638	1661
SAUSA300_RS05880	NC_007793.1	1185436	1186215	+	780	4498	2337	6559	2268	1690	1934
SAUSA300_RS05885	NC_007793.1	1186239	1186856	+	618	8535	4756	14017	4835	3866	4940
SAUSA300_RS05890	NC_007793.1	1187077	1189830	+	2754	15244	8739	15881	3857	3384	3469
SAUSA300_RS05895	NC_007793.1	1190120	1190917	+	798	1755	965	1816	1635	1516	1639
SAUSA300_RS05905	NC_007793.1	1191741	1192232	+	492	2741	1494	3939	453	439	428
SAUSA300_RS05910	NC_007793.1	1192232	1193149	+	918	6331	3454	9489	1188	1146	1381
SAUSA300_RS05915	NC_007793.1	1193548	1194075	+	528	11306	4804	11425	200	170	199
SAUSA300_RS05920	NC_007793.1	1194293	1195600	+	1308	10430	3877	13869	145	143	160
SAUSA300_RS05925	NC_007793.1	1195628	1196509	+	882	9555	3945	12783	275	193	245
SAUSA300_RS05930	NC_007793.1	1196527	1197801	+	1275	14844	6529	19498	438	313	359
SAUSA300_RS05935	NC_007793.1	1197803	1198903	+	1101	12557	5656	16296	357	423	336
SAUSA300_RS05940	NC_007793.1	1198896	1202069	+	3174	37349	19692	48530	1235	1228	1115
SAUSA300_RS05945	NC_007793.1	1202179	1202871	+	693	8237	4896	9669	287	219	268
SAUSA300_RS05950	NC_007793.1	1202871	1203482	+	612	6158	3525	7858	243	280	227
SAUSA300_RS05955	NC_007793.1	1203512	1203724	+	213	2255	1420	3052	202	150	176
SAUSA300_RS05960	NC_007793.1	1204161	1204562	+	402	1478	865	2525	810	737	763
SAUSA300_RS05965	NC_007793.1	1204825	1206522	-	1698	3966	2149	5517	10258	7558	10440
SAUSA300_RS05970	NC_007793.1	1206797	1207420	+	624	8238	4576	9705	3009	1914	2793
SAUSA300_RS05975	NC_007793.1	1207420	1207638	+	219	2381	1436	3906	1185	795	1143
SAUSA300_RS05980	NC_007793.1	1207854	1209053	+	1200	1523	761	1737	2818	2429	2632
SAUSA300_RS05985	NC_007793.1	1209053	1211461	+	2409	5309	2852	5317	6927	6416	6902
SAUSA300_RS05990	NC_007793.1	1211967	1212920	+	954	1033	523	906	238	150	126
SAUSA300_RS05995	NC_007793.1	1213083	1213286	-	204	1385	991	3400	9654	9885	9990
SAUSA300_RS06000	NC_007793.1	1213585	1214073	+	489	1695	933	2137	299	205	208
SAUSA300_RS06005	NC_007793.1	1214066	1215001	+	936	4406	2381	5012	797	635	725
SAUSA300_RS06010	NC_007793.1	1214998	1216305	+	1308	8156	4378	9542	1614	1307	1555
SAUSA300_RS06015	NC_007793.1	1216308	1217402	+	1095	8657	4559	9452	1707	1368	1588
SAUSA300_RS06020	NC_007793.1	1217409	1218152	+	744	4920	2534	4729	816	682	751
SAUSA300_RS06025	NC_007793.1	1218149	1220143	+	1995	17048	9463	19286	2486	2118	2333
SAUSA300_RS06030	NC_007793.1	1220371	1221246	+	876	2040	1130	2375	1222	963	1261
SAUSA300_RS06035	NC_007793.1	1221247	1221891	+	645	1784	936	2264	1292	1103	1239
SAUSA300_RS06040	NC_007793.1	1221898	1222539	+	642	2322	1233	2643	1626	1452	1524
SAUSA300_RS06045	NC_007793.1	1222920	1223108	-	189	52394	35948	119131	43026	43943	48602
SAUSA300_RS06050	NC_007793.1	1223551	1223925	+	375	5619	2919	5742	1658	1282	1440
SAUSA300_RS06055	NC_007793.1	1223940	1225586	+	1647	23402	12052	25365	7466	6866	6319
SAUSA300_RS06060	NC_007793.1	1225776	1227836	+	2061	2457	1177	2686	4697	4172	4751
SAUSA300_RS06065	NC_007793.1	1228039	1228611	+	573	6189	3274	7068	2474	1959	2489
SAUSA300_RS06070	NC_007793.1	1228616	1229602	+	987	11258	5959	12756	4615	4093	4819
SAUSA300_RS06075	NC_007793.1	1229595	1230521	+	927	10678	6007	12456	5029	4327	5459
SAUSA300_RS06080	NC_007793.1	1230514	1231248	+	735	10071	5525	12470	5288	5304	5777
SAUSA300_RS06090	NC_007793.1	1231491	1231724	+	234	21108	12778	35677	16529	17167	18516
SAUSA300_RS06095	NC_007793.1	1231840	1232571	+	732	1569	798	1381	335	245	237
SAUSA300_RS06100	NC_007793.1	1232718	1236284	+	3567	8469	4113	6169	2389	1985	1962
SAUSA300_RS06105	NC_007793.1	1236284	1237534	+	1251	4796	2194	3449	1389	1323	1423
SAUSA300_RS06110	NC_007793.1	1237521	1237853	+	333	1500	778	1079	701	533	605
SAUSA300_RS06115	NC_007793.1	1237879	1239246	+	1368	10278	5537	11731	6913	6055	6569
SAUSA300_RS06120	NC_007793.1	1239681	1239956	+	276	10032	6499	17468	1459	1340	1285
SAUSA300_RS06125	NC_007793.1	1240144	1240647	+	504	2417	1251	2553	291	229	213
SAUSA300_RS06130	NC_007793.1	1240647	1241384	+	738	4782	2630	5863	533	456	447
SAUSA300_RS06135	NC_007793.1	1241487	1241837	+	351	43733	24797	79688	9971	10325	12442
SAUSA300_RS06145	NC_007793.1	1242081	1244687	-	2607	1325	711	1706	1154	1094	929
SAUSA300_RS06150	NC_007793.1	1245088	1245972	+	885	1566	856	1581	502	393	388
SAUSA300_RS06155	NC_007793.1	1245956	1246723	+	768	1574	772	1638	459	379	438
SAUSA300_RS06160	NC_007793.1	1246832	1247998	+	1167	9978	5206	12683	68260	71727	68763
SAUSA300_RS06165	NC_007793.1	1248020	1248928	+	909	8907	4863	11484	67382	72762	71502
SAUSA300_RS06170	NC_007793.1	1249155	1250273	+	1119	195	112	254	348	303	304
SAUSA300_RS06175	NC_007793.1	1250301	1251545	+	1245	377	209	380	471	329	402
SAUSA300_RS06180	NC_007793.1	1251718	1252590	+	873	166	89	124	95	26	41
SAUSA300_RS06185	NC_007793.1	1252764	1254839	+	2076	12428	6095	11587	13173	9206	11692
SAUSA300_RS06190	NC_007793.1	1254995	1256302	+	1308	9202	4948	9615	8905	6913	9288
SAUSA300_RS06195	NC_007793.1	1256719	1257615	+	897	4102	2199	4596	3982	3450	4010
SAUSA300_RS06200	NC_007793.1	1257612	1258157	+	546	3050	1563	3347	3245	2772	3091
SAUSA300_RS06205	NC_007793.1	1258223	1259626	+	1404	10390	5589	12669	13394	12572	13607
SAUSA300_RS06210	NC_007793.1	1259651	1260424	+	774	6652	3532	8053	10859	11286	11010
SAUSA300_RS06215	NC_007793.1	1260475	1260567	+	93	141	82	145	103	86	81
SAUSA300_RS06220	NC_007793.1	1260766	1261533	+	768	65414	38166	82651	9723	7252	7877
SAUSA300_RS06225	NC_007793.1	1261567	1261680	+	114	3751	2042	3480	642	457	498
SAUSA300_RS06230	NC_007793.1	1261715	1262596	+	882	39338	20878	46872	21405	19842	19643
SAUSA300_RS06235	NC_007793.1	1262733	1263455	+	723	7428	3454	5639	1499	1224	1227
SAUSA300_RS06240	NC_007793.1	1263474	1264028	+	555	9357	4826	10579	3199	2796	2623
SAUSA300_RS06245	NC_007793.1	1264401	1265171	+	771	6241	3465	6821	1000	731	576
SAUSA300_RS06250	NC_007793.1	1265178	1265960	+	783	5798	3215	6275	510	406	338
SAUSA300_RS06255	NC_007793.1	1266222	1267508	+	1287	7312	3903	8384	2964	2181	2762
SAUSA300_RS06260	NC_007793.1	1267528	1269231	+	1704	12934	7237	15414	5409	4454	5833
SAUSA300_RS06265	NC_007793.1	1269495	1273805	+	4311	12553	7528	13885	6985	6192	6804
SAUSA300_RS06270	NC_007793.1	1274095	1274562	+	468	7921	4163	10416	2145	1862	2513
SAUSA300_RS06275	NC_007793.1	1274583	1275758	+	1176	15315	7835	22386	4615	4636	5503
SAUSA300_RS06280	NC_007793.1	1275779	1276063	+	285	3378	1665	3991	1024	986	1117
SAUSA300_RS06285	NC_007793.1	1276060	1276377	+	318	4213	2245	5196	1188	1241	1362
SAUSA300_RS06290	NC_007793.1	1276382	1278499	+	2118	36461	19678	52270	11710	11770	13479
SAUSA300_RS06295	NC_007793.1	1278885	1279235	+	351	3218	1862	4417	2413	2194	2430
SAUSA300_RS06300	NC_007793.1	1279404	1280321	+	918	1219	633	1271	1140	981	994
SAUSA300_RS06305	NC_007793.1	1280336	1281307	+	972	1938	1212	2493	5096	3823	4681
SAUSA300_RS06310	NC_007793.1	1281422	1281691	+	270	34517	21747	64682	7359	6694	7649
SAUSA300_RS06315	NC_007793.1	1282061	1284157	+	2097	35911	17961	49953	6548	5694	6966
SAUSA300_RS06320	NC_007793.1	1284393	1286066	+	1674	19161	10361	27592	18904	16916	18616
SAUSA300_RS06325	NC_007793.1	1286322	1288691	+	2370	9666	5175	10596	6368	5894	5752
SAUSA300_RS06330	NC_007793.1	1288696	1289409	+	714	1992	1043	1830	1311	1216	1398
SAUSA300_RS06335	NC_007793.1	1289440	1290705	+	1266	3254	1546	1731	476	345	306
SAUSA300_RS06340	NC_007793.1	1290705	1291991	+	1287	4234	2458	4026	992	866	966
SAUSA300_RS06345	NC_007793.1	1291991	1292695	+	705	3002	1651	3008	652	595	693
SAUSA300_RS06350	NC_007793.1	1292800	1293627	+	828	6002	3389	6778	1641	1317	1443
SAUSA300_RS06355	NC_007793.1	1293646	1294038	+	393	2616	1508	3140	780	674	769
SAUSA300_RS06360	NC_007793.1	1294072	1294650	+	579	4104	2343	5622	1491	1360	1451
SAUSA300_RS06365	NC_007793.1	1294877	1296028	+	1152	1423	819	1514	2042	1671	1816
SAUSA300_RS06370	NC_007793.1	1296193	1297236	+	1044	14529	7036	21687	40657	33734	43428
SAUSA300_RS06375	NC_007793.1	1297590	1299149	+	1560	31698	18139	46665	22381	20862	20751
SAUSA300_RS06380	NC_007793.1	1299446	1299661	-	216	304	175	493	2512	2094	2446
SAUSA300_RS06385	NC_007793.1	1299835	1300632	+	798	4386	2356	5712	544	368	405
SAUSA300_RS06390	NC_007793.1	1300772	1302532	+	1761	3465	2016	3241	2989	2105	2262
SAUSA300_RS06395	NC_007793.1	1302533	1303399	+	867	2658	1560	2886	2906	2150	2370
SAUSA300_RS06400	NC_007793.1	1303493	1303786	+	294	200	168	243	167	155	87
SAUSA300_RS06405	NC_007793.1	1303920	1305464	+	1545	6663	3662	7073	1461	1244	1273
SAUSA300_RS06410	NC_007793.1	1305465	1305830	+	366	2092	1162	2227	553	470	510
SAUSA300_RS06415	NC_007793.1	1305857	1306348	+	492	2231	1198	2662	637	592	564
SAUSA300_RS06420	NC_007793.1	1306651	1309269	+	2619	4066	2160	3461	840	616	702
SAUSA300_RS06425	NC_007793.1	1309282	1311291	+	2010	4627	2579	4672	918	595	584
SAUSA300_RS06430	NC_007793.1	1311297	1311839	+	543	1561	740	1625	259	195	256
SAUSA300_RS06435	NC_007793.1	1312304	1313122	+	819	3445	1493	6788	609	468	461
SAUSA300_RS06440	NC_007793.1	1313251	1314747	+	1497	2550	1134	3881	1559	1470	1626
SAUSA300_RS06445	NC_007793.1	1314905	1316578	+	1674	643	315	715	1241	1246	1163
SAUSA300_RS06450	NC_007793.1	1316728	1317642	+	915	202	151	275	201	142	101
SAUSA300_RS06455	NC_007793.1	1317660	1318595	+	936	994	661	1974	445	293	281
SAUSA300_RS06460	NC_007793.1	1318610	1318843	+	234	496	266	976	116	147	163
SAUSA300_RS06465	NC_007793.1	1319065	1319541	-	477	929	615	1300	3672	3648	3054
SAUSA300_RS06470	NC_007793.1	1319653	1320891	+	1239	2192	1158	2210	613	452	421
SAUSA300_RS06475	NC_007793.1	1320910	1322148	+	1239	2583	1442	3127	829	754	762
SAUSA300_RS06480	NC_007793.1	1322391	1322759	+	369	2921	1914	3947	981	1178	894
SAUSA300_RS06485	NC_007793.1	1322778	1324118	+	1341	13696	8259	16545	5613	6762	5317
SAUSA300_RS06490	NC_007793.1	1324611	1324808	+	198	57	32	75	23	17	46
SAUSA300_RS06495	NC_007793.1	1325509	1325721	+	213	12	8	30	13	9	2
SAUSA300_RS06500	NC_007793.1	1326015	1326221	+	207	152	117	226	25	27	19
SAUSA300_RS06505	NC_007793.1	1326922	1327032	+	111	81	55	63	18	2	3
SAUSA300_RS06510	NC_007793.1	1327460	1327645	+	186	124	120	146	27	17	12
SAUSA300_RS06515	NC_007793.1	1328157	1328261	+	105	37	16	40	10	9	7
SAUSA300_RS06525	NC_007793.1	1328390	1328641	+	252	49	28	55	24	23	17
SAUSA300_RS06535	NC_007793.1	1329392	1329640	+	249	60	46	27	5	0	2
SAUSA300_RS06540	NC_007793.1	1329675	1329797	+	123	2	0	1	6	0	0
SAUSA300_RS06555	NC_007793.1	1330180	1330317	+	138	99	68	135	44	50	34
SAUSA300_RS06570	NC_007793.1	1331047	1331241	+	195	697	389	813	79	60	59
SAUSA300_RS06575	NC_007793.1	1331282	1331632	+	351	731	391	537	75	57	50
SAUSA300_RS06580	NC_007793.1	1331639	1331830	+	192	134	77	68	3	2	2
SAUSA300_RS06585	NC_007793.1	1332379	1333404	-	1026	184	131	160	99	26	53
SAUSA300_RS06590	NC_007793.1	1333674	1333871	+	198	320	217	386	967	734	929
SAUSA300_RS06595	NC_007793.1	1333929	1335410	+	1482	1840	1109	2164	4017	3422	4123
SAUSA300_RS06600	NC_007793.1	1335585	1336493	+	909	194	113	256	39	19	16
SAUSA300_RS06605	NC_007793.1	1336462	1337193	+	732	161	104	218	54	23	26
SAUSA300_RS06610	NC_007793.1	1337197	1338288	+	1092	836	486	1020	361	333	327
SAUSA300_RS06615	NC_007793.1	1338285	1338887	+	603	769	395	1054	420	339	377
SAUSA300_RS06620	NC_007793.1	1339000	1339188	-	189	424	318	1030	276	250	325
SAUSA300_RS06625	NC_007793.1	1339327	1339860	+	534	546	312	599	146	116	123
SAUSA300_RS06630	NC_007793.1	1340003	1340857	-	855	1943	1237	2706	4484	4082	4144
SAUSA300_RS06635	NC_007793.1	1341188	1341763	+	576	1374	750	2495	543	429	467
SAUSA300_RS06640	NC_007793.1	1341817	1343199	-	1383	381	239	515	204	152	119
SAUSA300_RS06645	NC_007793.1	1343390	1344670	+	1281	1745	1058	2268	2060	1634	1666
SAUSA300_RS06650	NC_007793.1	1344676	1345737	+	1062	1416	811	1863	2265	2024	2006
SAUSA300_RS06655	NC_007793.1	1345739	1346653	+	915	1318	809	1563	1709	1715	1663
SAUSA300_RS06660	NC_007793.1	1346711	1347514	+	804	4325	2659	6152	4231	3950	4081
SAUSA300_RS06665	NC_007793.1	1347807	1348121	-	315	1285	904	2579	969	1069	905
SAUSA300_RS06670	NC_007793.1	1348096	1348200	-	105	12	7	13	5	1	1
